country,iso_code,year,forest_area_sqkm,forest_loss_sqkm,deforestation_rate_percent,agricultural_land_sqkm,agricultural_expansion_sqkm,cattle_count,cattle_density
India,IND,2004,5278429.29,3482.42,0.066,2760567.14,3816.59,26581318.7,115.3085
Peru,PER,2002,949593.58,929.77,0.0979,535881.59,733.84,15663117.27,58.9865
Colombia,COL,2011,5628416.44,2070.52,0.0368,1145941.22,2974.54,25606021.83,68.3475
Peru,PER,2006,1606288,838.24,0.0522,746550.44,932.69,11053681.53,100.3512
India,IND,2001,2824159.26,987.68,0.035,1423474.98,1107.88,14979784.74,37.0428
DR Congo,COD,2002,2337222.6,1680.76,0.0719,779018.52,1557.89,24353053.62,32.6204
Thailand,THA,2013,1816093.43,3277.44,0.1805,901925.68,4167.81,49079541.41,72.2449
Thailand,THA,2012,1546940.58,918.75,0.0594,488653.19,573.63,5528634.85,70.197
Mexico,MEX,2018,1395796,2848,0.204,757833.23,2800.05,34427534.99,109.6784
Thailand,THA,2014,4320767.76,1297.11,0.03,1856373.77,3008.46,19971352.55,33.949
Colombia,COL,2017,2068996.5,2722.63,0.1316,947785.96,3407.98,12071589.47,29.3388
DR Congo,COD,2004,5181892.8,3109.68,0.06,2237665.69,3135.25,39342290.76,146.9288
Thailand,THA,2011,5390791.38,2166.79,0.0402,1305596,3117.18,47679011.86,51.6703
Mexico,MEX,2011,6876787.22,1291.47,0.0188,2361461.4,2925.19,4693909.18,12.0557
Argentina,ARG,2007,5477882.43,1577.45,0.0288,3204831.7,1799.75,29042672.59,75.4046
Brazil,BRA,2021,3866202.46,2567.85,0.0664,1451642.61,2912.46,28024110.55,64.5148
India,IND,2016,7729553.69,923.02,0.0119,2562086.9,701.78,24596685.2,46.6528
Mexico,MEX,2018,5076682.12,2470.85,0.0487,1619465.26,2961.56,20827452.38,80.0788
Thailand,THA,2002,2410853.21,1525.85,0.0633,1191106.76,1437.53,16557908.86,67.4723
Argentina,ARG,2020,4237711.41,1146.75,0.0271,2413725.66,1929.16,10981709.27,45.4627
Peru,PER,2010,4128073.62,3349.15,0.0811,1619169.01,2396.7,23614378.8,154.084
Colombia,COL,2021,2591877.6,2096.24,0.0809,720868.15,3907,2777710.25,12.9632
Indonesia,IDN,2003,6620424.79,862.58,0.013,2226337.24,550.11,24800779.92,79.3472
Colombia,COL,2022,6311431.1,451.69,0.0072,3479798.15,141.71,19723727.95,23.484
Brazil,BRA,2012,990851.57,1169.89,0.1181,415134.16,1385.78,17996927.88,42.7779
Peru,PER,2005,4407840.55,2449.65,0.0556,1017879.64,1896.1,42178813.16,160.6227
DR Congo,COD,2003,4498524.72,2019.95,0.0449,2187700.74,1324.13,16132157.12,99.7437
Colombia,COL,2010,1455058.89,2296.79,0.1578,693785.7,2207.08,12307141.37,91.9699
Argentina,ARG,2005,3237420.65,1306.76,0.0404,735011.5,1485.96,39166012.96,65.4484
Thailand,THA,2012,7960139.26,3000.57,0.0377,3961186.72,4829.05,31243522.13,43.5048
Thailand,THA,2006,4837691.16,645.98,0.0134,2029007.08,485.29,23060246.28,37.3677
Thailand,THA,2008,2097676.6,1507.17,0.0718,469950.09,1387.88,23778500.32,141.7773
DR Congo,COD,2013,2005016.84,3029.85,0.1511,1148859.87,3381.57,34261135.72,113.9354
DR Congo,COD,2007,1540924.26,562.86,0.0365,325744.37,1058.72,13858862.11,14.2096
India,IND,2011,2639811.01,653.46,0.0248,865467.82,576.42,17446613.67,28.1938
Colombia,COL,2013,7721060.21,2159.58,0.028,1921348.41,2189.07,41804215.92,49.236
India,IND,2020,5409248.14,1317.3,0.0244,2310832.92,1068.6,39614728.84,112.9451
India,IND,2002,7565776.68,1329.29,0.0176,1921986.15,4154.41,1645373.11,2.008
Peru,PER,2020,6118714.29,2116.92,0.0346,2987449.06,1133.83,35526271.19,124.1065
Peru,PER,2015,3680819.24,1108.5,0.0301,2176492.21,1133.7,37785720.14,47.2625
India,IND,2018,3984220.22,1249.93,0.0314,1477795.74,1094.99,35475752.07,60.5618
DR Congo,COD,2015,5903581.87,2758.59,0.0467,1494314.33,3545.98,15308452.18,39.2083
Vietnam,VNM,2020,7727923.02,2311.78,0.0299,3620843.37,2266.72,43733684.59,47.3969
Brazil,BRA,2006,7221996.56,1001.38,0.0139,3870986.51,1294.96,4725024.37,4.9315
India,IND,2017,4459401.01,2397.89,0.0538,2116075.98,2411.55,30355542.21,56.1579
Vietnam,VNM,2019,5559856.75,1546.55,0.0278,2168735.5,1328.64,45927810.19,58.5258
India,IND,2022,7569237.87,3114.38,0.0411,4010688.89,4757.25,42661319.67,161.1669
Colombia,COL,2012,6921392.81,2509.22,0.0363,2777487.14,3480.66,44313851.46,105.4295
Thailand,THA,2011,2345590.12,3297.68,0.1406,766891.18,3851.48,41773159.78,45.8844
Vietnam,VNM,2006,1871608.91,3544.48,0.1894,924295.17,4623.16,6108183.5,17.3322
Colombia,COL,2001,5133046.93,2726.92,0.0531,2156733.97,2983.74,43280447.41,87.2444
Mexico,MEX,2008,3667650.36,4390.38,0.1197,2079819.12,4462.48,30440183.02,89.9231
Colombia,COL,2002,1594433.96,1173.91,0.0736,591829.68,3217.78,4781833.11,5.3943
DR Congo,COD,2003,6925950.75,1633.27,0.0236,3710762.48,3734.28,3807191.99,18.0087
DR Congo,COD,2013,7915036.98,2858.22,0.0361,1830987.53,2363.63,44578780.98,147.8958
DR Congo,COD,2009,2631246.35,1318.97,0.0501,725419.46,3121.37,11272400.83,13.6889
India,IND,2004,7496452.32,3288.42,0.0439,4295302.53,4172.47,4135110.37,65.0074
India,IND,2022,4998145.87,2297.87,0.046,2601226.56,2750.69,17320135.56,28.0718
Indonesia,IDN,2009,2945183.55,4594.02,0.156,633770.8,4920.95,49983485.1,86.0689
Thailand,THA,2010,6340868.75,2532.88,0.0399,1393484.75,3062.34,42241247.61,70.0932
Mexico,MEX,2011,7813651.35,1437.31,0.0184,2914649.9,1633.2,36352380.14,51.7084
India,IND,2004,2428651.23,2694.77,0.111,501383.21,2562.72,39404711.75,73.5817
India,IND,2008,4755674.26,4357.9,0.0916,2765910.37,4761.34,25425943.88,104.8131
Peru,PER,2021,6033834.23,2180.36,0.0361,3425010.61,4862.33,11080605.58,19.412
Peru,PER,2014,1341656.25,2096.53,0.1563,526467.99,3662.86,3001257.83,29.7456
Vietnam,VNM,2006,3487604.7,4175.35,0.1197,1454303.5,4124.54,39798020.96,65.2694
Mexico,MEX,2010,2691007.28,1715.37,0.0637,1304325.27,2275.6,6839989.31,62.9983
Peru,PER,2019,7783301.94,3358.66,0.0432,2859302.06,4760.08,10549551.76,24.4545
Vietnam,VNM,2002,6085783.84,1851.92,0.0304,1623941.41,2516.87,33075761.93,51.5752
Thailand,THA,2004,2233411.24,1070.06,0.0479,883340.18,2801,29238872.17,33.4167
Argentina,ARG,2010,1672840.46,2793.52,0.167,409496.05,3312.16,12951839.93,39.982
Argentina,ARG,2018,3468236.46,1731.09,0.0499,1147881.75,2231.34,13117479.49,21.9393
Indonesia,IDN,2001,3783937.57,2591.47,0.0685,1857228.07,4086.91,48297363.62,96.19
DR Congo,COD,2005,7510780.12,1890.21,0.0252,3716189.24,3225.9,34704327.34,38.7093
Mexico,MEX,2018,1334611.52,378.78,0.0284,614388.61,481.77,15785890.27,27.65
DR Congo,COD,2004,7588336.21,1618.54,0.0213,2768825.29,2901.63,27911602.11,34.7472
Peru,PER,2007,7278611.79,3204.32,0.044,4107389.92,4402.77,18345500.35,29.2195
Mexico,MEX,2005,4284223.61,2021.88,0.0472,1776274.96,3123.18,12278031.83,54.1195
Colombia,COL,2021,6334538.45,1071.49,0.0169,2991111.14,923.7,49388998.24,49.456
Argentina,ARG,2010,7299261.25,636.27,0.0087,3239922.05,1033.59,14225126.7,17.0571
Peru,PER,2006,6766301.31,2193.64,0.0324,3541472.23,4112.35,41666095.14,81.4678
Peru,PER,2007,1880995.93,545.31,0.029,655864.34,366.89,11717097.59,20.9652
Thailand,THA,2005,5032589.89,1870.74,0.0372,2282277.85,2949.05,29797943.46,41.4342
Mexico,MEX,2004,3145211.42,1933.19,0.0615,1779553.36,2720.44,12169694.4,30.6002
Colombia,COL,2001,7884807.1,3212.75,0.0407,1661231.15,4794.8,45102356.14,89.9114
Brazil,BRA,2008,4091542.75,925.83,0.0226,1203775.56,664.31,30879207.12,53.7003
Peru,PER,2003,4988180.44,3524.42,0.0707,2141527.53,3615.79,37397928.64,57.9259
Indonesia,IDN,2003,6421241.35,3419.56,0.0533,3243039.36,4376.81,31363686.58,36.4654
Argentina,ARG,2009,5417963.1,2106.51,0.0389,2579900.11,3268.19,7562909.94,13.6492
Peru,PER,2004,7917325.25,2042.85,0.0258,2925872.05,1890.87,40756589.88,79.3641
Vietnam,VNM,2014,3109770.75,2183.73,0.0702,623190.51,2064.91,32731838.92,69.2589
Peru,PER,2000,3753350.1,1955.3,0.0521,833205.44,4025.96,802851.96,1.1492
Vietnam,VNM,2008,4756774.63,2011.05,0.0423,1241799.31,2941.48,45880231.7,78.4039
Thailand,THA,2002,7397831.57,467.38,0.0063,3960593.05,1271.01,2223421.45,3.0192
Argentina,ARG,2014,1553308.68,925.97,0.0596,756188.29,1063.05,19013634.82,29.1667
Mexico,MEX,2010,1866953.61,975.86,0.0523,393648.48,2190.48,27376168.58,38.7601
Thailand,THA,2004,2012161.28,1684.87,0.0837,1198797.86,1746.95,46304563.57,61.1107
DR Congo,COD,2012,5525100.77,3073.65,0.0556,2464561.02,4820.68,25901885.54,75.8503
Argentina,ARG,2014,882075.89,1655.83,0.1877,401639.54,2876.29,28256948.38,34.3239
Argentina,ARG,2010,4313210.56,2069.01,0.048,1866453.16,3776.14,10879894.21,28.3525
Indonesia,IDN,2011,7483322.96,1037.68,0.0139,3058830.41,1567.34,22931742.73,36.8967
Indonesia,IDN,2022,4927787.37,2388.92,0.0485,2215419.05,2129.72,8046530.82,129.4676
Peru,PER,2022,2058523.06,315.65,0.0153,875046.21,530.68,5843663.05,14.5073
India,IND,2010,6535240.45,4338.69,0.0664,3058734.21,4825.13,9475712.28,62.831
Indonesia,IDN,2000,4851185.91,1846.48,0.0381,1345820.12,3227.39,41035762.06,43.1603
Vietnam,VNM,2005,6780387.95,4015.43,0.0592,3009992.61,4593.68,40117615.58,91.4555
Colombia,COL,2016,3230349.54,2582.71,0.08,1658526.7,2519.09,25461769.1,57.545
Colombia,COL,2013,1362627.38,2167.71,0.1591,453985.66,2201.74,18993868.67,40.6526
Brazil,BRA,2021,5741275.51,2481.67,0.0432,3060661.12,4932.42,4577858.35,25.252
Thailand,THA,2013,2618735.23,2981.13,0.1138,1334805.76,3347.59,28819061.98,29.263
India,IND,2002,3831365.04,1836.47,0.0479,2003685.68,4220.22,7139085.29,9.5055
Thailand,THA,2019,5065039.2,2561.54,0.0506,2049981.8,4879.45,39409209.81,52.0136
Colombia,COL,2021,2416713.68,1447.89,0.0599,1263257.6,2177.58,18039888.24,22.67
India,IND,2016,2559071.48,1290.72,0.0504,1017578.1,2649.21,3518662.78,6.607
Mexico,MEX,2022,1193913.28,2087.26,0.1748,346174.83,745.59,49278544.34,117.2677
Peru,PER,2014,3885225.06,2344.86,0.0604,868328.14,2915.91,12040535.52,42.4768
Vietnam,VNM,2006,7258848.69,1397.54,0.0193,2796671.71,3686.11,7850095.67,8.3673
Vietnam,VNM,2018,4887088.63,3521.14,0.072,1663305.02,4851.63,25105520.08,66.7173
Indonesia,IDN,2021,3379360.27,3020.87,0.0894,1585717.83,4885.74,35071408.56,103.6043
Thailand,THA,2014,1791977.72,1511.44,0.0843,1004686.69,2993.76,28129539.84,73.2099
Mexico,MEX,2003,3076050.77,2196.57,0.0714,1701280.15,4245.58,8486860.97,30.5013
Vietnam,VNM,2017,5618615.12,274.71,0.0049,2893734.55,439.99,12440089.52,16.6696
Indonesia,IDN,2013,3407338.4,748.97,0.022,2039401.12,510.24,16177680.26,42.8136
Colombia,COL,2018,7152922.45,720.12,0.0101,2501445.04,921.66,2086191.11,2.1715
Peru,PER,2001,6476973.26,2292.82,0.0354,3076132.72,4623.75,37869599.35,63.6565
Colombia,COL,2005,3751176.9,3183.5,0.0849,1813144.04,4002.82,17375362.18,36.8041
Vietnam,VNM,2009,2218601.61,3570.31,0.1609,1166250.18,3975.01,30495598.39,52.6407
Brazil,BRA,2002,7987801.99,982.23,0.0123,4092511.83,2699.8,2027255.67,8.9168
Peru,PER,2000,2639403.12,2083.03,0.0789,590887.89,3770.32,42858188.53,83.4085
Vietnam,VNM,2014,7241482.4,2837.2,0.0392,2980133.93,3881.76,32544637.49,42.1755
Peru,PER,2007,2023070.36,2057.71,0.1017,561811.15,3978.63,5236804.24,12.3603
Brazil,BRA,2014,6219563,3318.6,0.0534,1906278.68,4120.28,28533905.08,58.5811
Indonesia,IDN,2019,2572835.97,4022.25,0.1563,624388.84,2883.4,31339160.93,160.7468
Colombia,COL,2012,3780241.96,2265.27,0.0599,2173808.91,2726.54,3036403.64,10.5508
Colombia,COL,2011,4207035.35,1230.66,0.0293,1836409.19,3068.62,15882163.62,16.5993
Thailand,THA,2001,7052530.93,2836.08,0.0402,3913871.09,4860.56,22069086.16,25.2338
Vietnam,VNM,2022,4435285.8,2119.37,0.0478,1316060.43,3954.19,44857751.22,57.4573
India,IND,2018,5379512.93,1207.5,0.0224,2868980.91,2390.98,14042816.58,23.7905
DR Congo,COD,2012,827548.76,407.37,0.0492,211238.94,892.57,1409541,1.5253
DR Congo,COD,2003,3488182.51,2646.04,0.0759,1999408.59,3275.23,9698537.95,17.5862
India,IND,2005,7830346.33,173.5,0.0022,3122387.87,110.49,4264252.54,6.5637
Colombia,COL,2010,1298969.1,1604.32,0.1235,356381.54,1361.97,42911737.96,46.9958
Vietnam,VNM,2021,7429538.72,1806.86,0.0243,2679188.04,2828.89,22296424.16,50.7777
DR Congo,COD,2006,2156899.76,2755.86,0.1278,889143.72,3344.52,41342219.53,86.9984
Brazil,BRA,2007,2481583.08,3934.85,0.1586,956836.04,4003.01,41342345.58,107.466
Peru,PER,2022,7733953.44,769.59,0.01,4118418.95,374.63,29479797.76,106.8032
Peru,PER,2017,2799101.81,1747.6,0.0624,1252996.83,492.91,34279139.61,118.8846
DR Congo,COD,2000,2763046.11,1480.72,0.0536,1194365.95,1834.8,11849478.73,32.5781
Brazil,BRA,2006,2796408.38,886.68,0.0317,1634056.28,2198.27,568857.32,0.8876
Argentina,ARG,2001,3048197.22,892.91,0.0293,854903.02,1838.23,28199417.14,30.2527
Peru,PER,2006,1832593.88,1857.59,0.1014,916403.79,3057.32,1780140.84,2.4372
DR Congo,COD,2004,2260339.75,2617.85,0.1158,1226410.39,3976.36,18251070.27,115.593
Mexico,MEX,2005,6708931.62,1635.25,0.0244,1661397.15,2294.17,557016.07,1.4329
Thailand,THA,2003,6299233.35,2858.67,0.0454,2904795.68,3627.8,49964118.7,58.8949
Vietnam,VNM,2021,2205483.56,2264.98,0.1027,1222387,2851.37,12048567.93,13.0313
Brazil,BRA,2010,4289834.04,910.4,0.0212,1862179.2,465.14,18686622.44,101.9026
India,IND,2016,7088284.01,936.27,0.0132,4120010.71,1152.28,35798046.5,70.6782
Thailand,THA,2005,6559643.53,335.03,0.0051,2852824.93,464.73,2118694.62,5.0729
Peru,PER,2008,7873462.69,3015.27,0.0383,2515447.68,4083.15,23181352.17,26.6892
Peru,PER,2010,5211596.77,2150.29,0.0413,2418839.07,2928.23,27997623.77,45.7109
India,IND,2020,7965726.26,606.77,0.0076,3723565.86,1000.19,29839061.91,31.1745
Vietnam,VNM,2017,1610836.41,1340.24,0.0832,620692.84,774.27,23579827.75,90.7196
Argentina,ARG,2010,5189995.27,2091.87,0.0403,1173202.21,2690.62,46997880.4,51.7609
Brazil,BRA,2012,6244197.29,2770.93,0.0444,3294991.51,4903.36,20167788.07,30.9987
Brazil,BRA,2019,3758110.89,484.76,0.0129,1703982.33,468.29,24407607.07,24.5849
Mexico,MEX,2009,1741432.2,1694.57,0.0973,684674.46,1231.2,12266099.68,79.9739
Argentina,ARG,2017,4459267.2,1649.9,0.037,2461142.58,1756,11163631.35,52.2914
Colombia,COL,2006,4892197.17,919.38,0.0188,2052019.15,939.32,19281028.81,19.5355
DR Congo,COD,2008,7248633.96,2505.89,0.0346,3964438.16,3346.33,37369309.14,41.8816
Peru,PER,2007,399399.68,358.23,0.0897,145483.88,197.09,7547237.04,22.2247
Argentina,ARG,2013,3823437.02,362.37,0.0095,1922422.27,780.85,10986002.16,13.7332
DR Congo,COD,2003,1119160.56,2051.27,0.1833,566060.89,2174.28,24876209.48,77.0697
DR Congo,COD,2004,7293366.55,1608.73,0.0221,1815007.29,3255.61,7500619.11,21.7007
Mexico,MEX,2006,3171983.79,2256.77,0.0711,1494289.83,3098.94,28548188.99,42.9215
DR Congo,COD,2009,7651457.13,1491.17,0.0195,3462144.98,2316.71,26429143,83.4025
Thailand,THA,2003,3576796.07,3243.86,0.0907,1458322.07,2181.79,45638842.95,150.6021
Argentina,ARG,2018,4346362.75,1141.6,0.0263,1022863.61,444.46,34124254.5,62.9759
Thailand,THA,2006,3653590.81,1862.01,0.051,1032749.73,3540.52,15254769.39,24.8759
Brazil,BRA,2007,5868613.44,938.52,0.016,2640505.67,996.05,28366531.76,59.6157
Colombia,COL,2019,5418258,1202.16,0.0222,2916777.88,1541.2,21622962.16,42.8408
Vietnam,VNM,2020,7099216.35,3015.11,0.0425,4022884.42,3218.47,23477509.35,58.8542
Argentina,ARG,2011,3192274.84,3541.24,0.1109,1602820.29,2784.5,43105214.72,148.0187
Vietnam,VNM,2002,1322336.7,1844.24,0.1395,573250.55,2491.33,24854666.84,37.206
Mexico,MEX,2013,5678035.72,1597.92,0.0281,1335911.77,1684.34,20249106.83,39.909
DR Congo,COD,2020,5845837.89,2835.16,0.0485,1979716.03,3995.3,12948449.48,64.413
Vietnam,VNM,2000,2592523.18,2380.34,0.0918,679728.45,3326.01,45104535.4,47.9338
Mexico,MEX,2014,7556194.35,2131.47,0.0282,3330720.23,4464.61,13894469.13,20.0085
DR Congo,COD,2019,4996384.93,1267.04,0.0254,2335818.1,1874.44,7538451.36,7.8783
Brazil,BRA,2002,2393089.05,1467.11,0.0613,567806.25,2827.92,2940479.37,4.008
Peru,PER,2010,6549589.08,2383.12,0.0364,2065626.53,2190.84,10376803.3,81.5111
Indonesia,IDN,2020,2200168.53,1927.3,0.0876,862721.75,3603.93,43056282.23,81.3508
Colombia,COL,2019,2079077.02,526.83,0.0253,531089.39,897.14,10760028.39,20.8727
Brazil,BRA,2018,6659592.73,2157.44,0.0324,1359898.82,4586.2,37706002.36,43.6091
Argentina,ARG,2008,2947455.86,908.42,0.0308,912471.2,970.55,12615015.67,36.9389
Indonesia,IDN,2004,6620884.4,2653.72,0.0401,2440518.17,3313.4,18258794.56,57.4988
DR Congo,COD,2016,5600253.95,963.4,0.0172,2552272.82,1310.74,33600333.04,74.5657
Vietnam,VNM,2022,1309297.51,797.35,0.0609,683022.22,459.63,46913870.56,47.2397
Thailand,THA,2017,1229859.95,1617.59,0.1315,595035.87,1335.59,19516147.02,131.3462
Thailand,THA,2012,7859060.32,4867.68,0.0619,1929194.87,4595.12,45557535.28,109.4098
Thailand,THA,2019,6164613.57,575.94,0.0093,2741949.76,250.46,31126402.22,32.4871
Thailand,THA,2022,7514751.48,3092.63,0.0412,1755466.88,4868.31,9179133.95,15.6238
Brazil,BRA,2006,4326007.29,2139.94,0.0495,1886300.56,3422.15,4926818.5,8.1603
Thailand,THA,2004,1491642.83,1886.72,0.1265,345747.51,2376.13,17459430.99,65.3275
Thailand,THA,2008,1789406.67,2250.59,0.1258,733809.47,1939.27,18816452.88,156.0179
Brazil,BRA,2003,6884823.3,1876.48,0.0273,1606340.82,3679.32,46014049.39,61.4178
Thailand,THA,2006,2212819.2,2008.55,0.0908,1025361.89,3326.93,24562189.78,48.5982
Brazil,BRA,2018,2458421.51,2239.32,0.0911,815920.32,3668.63,43140314.93,112.5013
Thailand,THA,2003,6173308.48,2326.15,0.0377,1994020.66,3283.2,20450314.56,54.6236
DR Congo,COD,2016,5349515.86,3514.4,0.0657,1859958.58,4843.7,45010636.45,63.1361
Brazil,BRA,2002,5600759.46,1651.09,0.0295,3255802.58,2595.62,1369289.47,1.802
Peru,PER,2008,3651244.51,1385.95,0.038,861595.67,2683.6,17000870.06,24.2703
Brazil,BRA,2015,6967385.52,1689.74,0.0243,2632231.77,2942.43,6235006.66,17.3773
Peru,PER,2020,3855344.16,1927.9,0.05,2032667.8,2096.48,5280068.64,57.5216
Argentina,ARG,2022,3423549.84,1827.08,0.0534,1826004.76,2107.95,32521112.13,49.4519
DR Congo,COD,2009,5841752.41,1182.12,0.0202,1604241.73,2087.05,2927437.73,11.2732
Colombia,COL,2010,2774099.7,1069.86,0.0386,973365.27,1427.13,30504602.76,33.8581
Indonesia,IDN,2000,861078.39,675.93,0.0785,175654.91,1169.82,312647.31,0.7946
Colombia,COL,2018,1508206.73,1754.87,0.1164,732744.54,1940.88,11526437.34,16.8372
Vietnam,VNM,2021,6501673.66,1451.97,0.0223,2337124.23,1869.86,24944199.71,73.2288
Thailand,THA,2021,3911980.18,1914.66,0.0489,1207228.04,3607.92,23884733.64,26.6872
Vietnam,VNM,2016,7444562.34,2351.91,0.0316,2600032.74,3047.54,43476053.12,97.0747
Peru,PER,2004,1429543.59,1153.38,0.0807,345715.14,1914.34,23237775.96,39.9128
Thailand,THA,2016,1121371.67,1057.96,0.0943,357257.32,508.9,31178683,80.9097
Mexico,MEX,2000,6613171.34,2237.93,0.0338,3078433.17,2187.87,20388686.62,40.2671
Peru,PER,2002,1258695.61,411.45,0.0327,539524.93,315.57,22500937.81,24.3149
Brazil,BRA,2009,3653824.1,1495.83,0.0409,807007.3,1896.1,23700706.89,60.2895
Indonesia,IDN,2010,7312365.15,3645.14,0.0498,2002132.6,4405.57,24894255.89,67.8281
India,IND,2016,6880971.34,1796.36,0.0261,3367248.29,2794.45,35148451.09,47.865
Peru,PER,2008,3021669.59,418.32,0.0138,1237380.77,581.28,12648745.53,12.956
Brazil,BRA,2021,5841832.39,1921.73,0.0329,1811350.87,2016.94,16203464.79,49.4829
DR Congo,COD,2011,5327561.42,913.02,0.0171,1538255.27,878.94,47298876.58,60.374
Brazil,BRA,2019,3867855.21,2583.11,0.0668,1417381.39,4414.72,24499946.32,24.7403
Mexico,MEX,2016,3996531.78,2531.56,0.0633,2239287.69,2875.4,43712968.05,64.7609
Indonesia,IDN,2021,1701292.57,748.66,0.044,462517.48,593.9,15627800.17,24.2879
Mexico,MEX,2016,1596580.54,246.14,0.0154,510737.78,542.85,323441.22,0.6492
Colombia,COL,2021,3461652.51,1689.55,0.0488,1545950.47,1965.64,26198454.8,34.0003
Argentina,ARG,2017,7471201.61,1645.04,0.022,2489607.83,1134.28,20659628.01,69.9354
Thailand,THA,2009,925559.64,328.01,0.0354,415007.51,382.26,3833449.19,4.902
Argentina,ARG,2018,5347774.49,1363.33,0.0255,2130590.09,2971.9,39505938.8,61.0725
Thailand,THA,2016,6591496.22,1753.33,0.0266,3954236.51,3476.98,2024939.78,5.1786
Indonesia,IDN,2010,6081510.3,598.63,0.0098,1636354.1,260.85,41379260.18,65.0867
Indonesia,IDN,2000,4584677.68,963.13,0.021,1528445.77,734.81,39178513.54,58.83
Thailand,THA,2011,5502554.04,1762.16,0.032,2728205.75,865.12,47100593.19,136.7449
Indonesia,IDN,2016,785738.16,227.03,0.0289,445144.72,100.63,8591092.47,22.8981
Peru,PER,2018,805549.3,230.77,0.0286,239276.62,357.78,3046085.22,7.908
Brazil,BRA,2001,1886475.16,3820.92,0.2025,707354.27,4283.63,13132599.86,80.2723
India,IND,2009,7766363.35,726,0.0093,4499906.2,174.37,13585297.63,45.7765
Vietnam,VNM,2016,3814068.43,2729.17,0.0716,1023161.05,2859.84,21289702.82,57.8009
Thailand,THA,2008,2123852.98,1186.13,0.0558,502329.14,1562.24,31610539.65,57.4567
Argentina,ARG,2017,6843534.79,2217.24,0.0324,1613179.11,4052.02,30018581.2,56.0913
Colombia,COL,2009,2695593.91,2367.23,0.0878,946646.31,3574.53,3577437.85,4.3853
Indonesia,IDN,2001,5524874.72,1872.39,0.0339,2327711.82,3563.87,10232433.3,107.1048
Colombia,COL,2000,2809336.45,2916.64,0.1038,1507175.95,3835.05,43720492.97,46.1801
Peru,PER,2022,966808.82,1363.82,0.1411,239953.19,1940.09,22786570.91,73.3993
Colombia,COL,2017,7455925.98,517.55,0.0069,2472468.82,353.62,21180508.71,30.4722
Indonesia,IDN,2004,4130078.44,1763.96,0.0427,1799020.85,3779.88,28111053.73,53.4744
Brazil,BRA,2001,6137156.04,1198.3,0.0195,1861700.8,2986.17,5594773.72,6.667
Peru,PER,2021,6400057.54,2546.58,0.0398,1672017.61,4896.19,31302643.36,76.6811
Mexico,MEX,2010,7915755.59,2223.72,0.0281,4379278.93,3329.48,31391336.76,125.4367
Brazil,BRA,2019,5303538.76,4870.47,0.0918,1950338.61,4824.52,46467221.06,83.3901
Argentina,ARG,2003,4467548.99,1616.66,0.0362,1646635.37,1343.55,34232486.4,60.7094
Vietnam,VNM,2022,6857837.65,334.89,0.0049,2217267.07,551.34,4300947.28,8.2633
Colombia,COL,2009,5852282.17,3425.23,0.0585,2799181.83,4961.51,843017.74,5.4745
India,IND,2014,3502538.23,1010.87,0.0289,1278536.8,318.5,24398378.32,74.1705
Vietnam,VNM,2010,3733942.72,1732.74,0.0464,1942024.08,2892.79,25896824.49,41.0218
Brazil,BRA,2017,6840420.81,1821.09,0.0266,3917171.57,2080.1,28815664.63,78.1939
Mexico,MEX,2000,6278102.51,2081.9,0.0332,3101744.47,998.73,16749719.88,111.4411
